,count
"(-74.01660292148038, 40.71206606188914, -74.01658398687522, 40.71212906614689)",356
"(-74.01660292148038, 40.71206606188914, -74.01578577480306, 40.71156888060502)",356
"(-74.01658398687522, 40.71212906614689, -74.01639753217074, 40.7128977912469)",356
"(-74.01496257961168, 40.710943186880726, -74.01516753240912, 40.711183306479256)",10988
"(-74.01578577480306, 40.71156888060502, -74.01597926657278, 40.71108458623012)",356
"(-73.98630926847324, 40.67707840436804, -73.98699859921716, 40.676285446042925)",766
"(-73.98630926847324, 40.67707840436804, -73.98586016372549, 40.677708881397606)",766
"(-73.98699859921716, 40.676285446042925, -73.98747868639666, 40.675707377801956)",766
"(-73.99776979507268, 40.674741487908165, -73.99666043533924, 40.67414278070709)",1388
"(-73.99776979507268, 40.674741487908165, -73.99807658786466, 40.67411460896819)",348
"(-73.99776979507268, 40.674741487908165, -73.99935169641083, 40.675200563173185)",610
"(-73.99776979507268, 40.674741487908165, -73.99744702777404, 40.67540002863195)",1000
"(-73.99666043533924, 40.67414278070709, -73.99631939541817, 40.67403403581914)",1388
"(-73.99631939541817, 40.67403403581914, -73.99337906131427, 40.6726041536998)",1388
"(-73.99337906131427, 40.6726041536998, -73.99102303839103, 40.67145846659621)",1388
"(-73.9918716266536, 40.6769463580114, -73.99036651427998, 40.67621831976616)",2246
"(-73.9918716266536, 40.6769463580114, -73.99372510867678, 40.67784162158665)",2150
"(-73.9918716266536, 40.6769463580114, -73.99136983699964, 40.677549684291876)",408
"(-73.99036651427998, 40.67621831976616, -73.99006220294773, 40.67607208630613)",2246
"(-73.99006220294773, 40.67607208630613, -73.98800399215746, 40.67507708237837)",2246
"(-73.98800399215746, 40.67507708237837, -73.98905604055847, 40.673816160146586)",704
"(-73.98800399215746, 40.67507708237837, -73.98575694970165, 40.67400305212278)",2112
"(-73.98800399215746, 40.67507708237837, -73.98747868639666, 40.675707377801956)",766
"(-73.98951103650522, 40.67327082449606, -73.99001383956131, 40.67266881995156)",704
"(-73.98951103650522, 40.67327082449606, -73.98905604055847, 40.673816160146586)",704
"(-73.99001383956131, 40.67266881995156, -73.99051727231378, 40.67206608470209)",445
"(-73.98850509955685, 40.67953715744013, -73.98820272280724, 40.679418484061586)",784
"(-73.98850509955685, 40.67953715744013, -73.98955883881523, 40.679945677176036)",784
"(-73.98820272280724, 40.679418484061586, -73.98739288377777, 40.67910379535718)",784
"(-73.98739288377777, 40.67910379535718, -73.98542920598878, 40.67834382547854)",784
"(-73.98542920598878, 40.67834382547854, -73.98586016372549, 40.677708881397606)",766
"(-73.98542920598878, 40.67834382547854, -73.98499877258278, 40.67897762431227)",1550
"(-73.98456912329549, 40.679612340117764, -73.98499877258278, 40.67897762431227)",718
"(-73.98456912329549, 40.679612340117764, -73.98228247782426, 40.678711820468614)",64
"(-73.98456912329549, 40.679612340117764, -73.98413878016774, 40.68024537021334)",782
"(-73.98499877258278, 40.67897762431227, -73.98271968671187, 40.678087929445425)",1456
"(-73.98413878016774, 40.68024537021334, -73.98371139744589, 40.680880227114606)",811
"(-73.98371139744589, 40.680880227114606, -73.98326434476367, 40.681519176860576)",811
"(-73.98727814125205, 40.67219302392744, -73.98750838780586, 40.6719096218984)",479
"(-73.98727814125205, 40.67219302392744, -73.98676201193352, 40.672791979383504)",479
"(-73.98750838780586, 40.6719096218984, -73.98777295066371, 40.6715839789797)",479
"(-73.98525497364686, 40.67460396556491, -73.98575694970165, 40.67400305212278)",12
"(-73.98525497364686, 40.67460396556491, -73.98475744785593, 40.675203823761784)",12
"(-73.98475744785593, 40.675203823761784, -73.98425599989756, 40.67579601584722)",12
"(-73.98777295066371, 40.6715839789797, -73.98826806824437, 40.67098700600136)",479
"(-73.98575694970165, 40.67400305212278, -73.9856994865841, 40.673976028643885)",2243
"(-73.98575694970165, 40.67400305212278, -73.98628003475223, 40.673372755160514)",479
"(-73.98676201193352, 40.672791979383504, -73.98628003475223, 40.673372755160514)",479
"(-73.9856994865841, 40.673976028643885, -73.9856400231567, 40.673944990390595)",2243
"(-73.9856400231567, 40.673944990390595, -73.98328198137348, 40.67279587581711)",2145
"(-73.9856400231567, 40.673944990390595, -73.98616105310097, 40.67331540691619)",726
"(-73.9856400231567, 40.673944990390595, -73.98514600758018, 40.674541032568975)",1038
"(-73.98514600758018, 40.674541032568975, -73.98463375479527, 40.6751449046297)",1038
"(-73.98271968671187, 40.678087929445425, -73.9826172538338, 40.67804242902478)",805
"(-73.98271968671187, 40.678087929445425, -73.98313454970736, 40.677441493560025)",12
"(-73.98271968671187, 40.678087929445425, -73.98228247782426, 40.678711820468614)",663
"(-73.9826172538338, 40.67804242902478, -73.98255503252403, 40.67801478281542)",805
"(-73.98228247782426, 40.678711820468614, -73.9821893980044, 40.67867580352823)",429
"(-73.98228247782426, 40.678711820468614, -73.98185715563015, 40.67935261431517)",298
"(-73.9821893980044, 40.67867580352823, -73.98212305951016, 40.678650002504845)",429
"(-73.98425599989756, 40.67579601584722, -73.98396698883253, 40.6761769846471)",12
"(-73.98396698883253, 40.6761769846471, -73.98353254742213, 40.67680422996151)",12
"(-73.98313454970736, 40.677441493560025, -73.98353254742213, 40.67680422996151)",12
"(-73.98185715563015, 40.67935261431517, -73.98141332668921, 40.679988432713415)",298
"(-73.98141332668921, 40.679988432713415, -73.98095925248941, 40.68062085001629)",298
"(-73.97950974891293, 40.661046003203786, -73.97965353475097, 40.66124323371184)",2301
"(-74.0098052973035, 40.679990668785656, -74.00917947105675, 40.68052274427405)",1393
"(-74.00917947105675, 40.68052274427405, -74.008553079275, 40.68105797717015)",1393
"(-74.008553079275, 40.68105797717015, -74.00792484259573, 40.681591693883696)",1784
"(-74.00792484259573, 40.681591693883696, -74.0073036007169, 40.68212289425341)",1784
"(-74.0073036007169, 40.68212289425341, -74.00667784004503, 40.682657621511126)",1784
"(-74.00667784004503, 40.682657621511126, -74.00645819325489, 40.68284601258061)",1784
"(-74.00596041075583, 40.6833628714425, -74.00606453485244, 40.68320446109007)",1784
"(-74.00606453485244, 40.68320446109007, -74.00622490611394, 40.68304610164205)",1784
"(-74.00071834391994, 40.67704413350783, -74.00102823029921, 40.67641404011958)",784
"(-74.00071834391994, 40.67704413350783, -74.00040459578244, 40.67768953297403)",784
"(-74.00102823029921, 40.67641404011958, -74.0011326796476, 40.67620364287346)",174
"(-74.00102823029921, 40.67641404011958, -74.00099238903412, 40.67632718128513)",610
"(-74.00622490611394, 40.68304610164205, -74.00633919013816, 40.682948083457624)",1784
"(-74.00633919013816, 40.682948083457624, -74.00645819325489, 40.68284601258061)",1784
"(-74.0011326796476, 40.67620364287346, -74.00115992877635, 40.6760622527787)",174
"(-74.00115992877635, 40.6760622527787, -74.00120327412618, 40.675972728557426)",174
"(-74.00123348380762, 40.67591033517005, -74.00129096519822, 40.675797986313526)",174
"(-74.00123348380762, 40.67591033517005, -74.00120327412618, 40.675972728557426)",174
"(-74.00099238903412, 40.67632718128513, -74.00096438888697, 40.67625932593594)",610
"(-74.00096438888697, 40.67625932593594, -74.00094189016184, 40.67620480265551)",610
"(-74.00094189016184, 40.67620480265551, -74.0007480201205, 40.675734958690235)",610
"(-74.0007480201205, 40.675734958690235, -74.0006740918002, 40.675555789116835)",610
"(-74.0006740918002, 40.675555789116835, -73.99935169641083, 40.675200563173185)",610
"(-74.00656810528888, 40.67702669892003, -74.0067239073213, 40.67668685008517)",159
"(-74.0067239073213, 40.67668685008517, -74.00678896834025, 40.67654493325013)",159
"(-74.00678896834025, 40.67654493325013, -74.00685702519633, 40.67640385547711)",159
"(-74.00685702519633, 40.67640385547711, -74.00688467310093, 40.676346542366375)",159
"(-74.00688467310093, 40.676346542366375, -74.00693157746154, 40.676249312773635)",159
"(-74.00693157746154, 40.676249312773635, -74.00697190322963, 40.676165720054534)",159
"(-74.00697190322963, 40.676165720054534, -74.00700406467469, 40.67609904939085)",159
"(-74.00700406467469, 40.67609904939085, -74.00706904485916, 40.675964348217185)",159
"(-74.00706904485916, 40.675964348217185, -74.0070983798679, 40.67590354095095)",159
"(-74.0070983798679, 40.67590354095095, -74.00712795480122, 40.675841536877726)",159
"(-74.00712795480122, 40.675841536877726, -74.00715616268513, 40.67578239831959)",159
"(-74.00715616268513, 40.67578239831959, -74.00717987458138, 40.6757326884249)",159
"(-74.00717987458138, 40.6757326884249, -74.00721812194169, 40.675652502391486)",159
"(-74.00721812194169, 40.675652502391486, -74.00725354418499, 40.675578241910294)",159
"(-74.00725354418499, 40.675578241910294, -74.00741999869932, 40.67522926828466)",159
"(-74.00741999869932, 40.67522926828466, -74.00746239969916, 40.675141263627054)",159
"(-74.00746239969916, 40.675141263627054, -74.00751165434437, 40.675039033972446)",159
"(-74.0051788806772, 40.68499519603984, -74.00301014422467, 40.68439074297093)",1693
"(-74.0051788806772, 40.68499519603984, -74.00485241636525, 40.68566813087762)",91
"(-74.00301014422467, 40.68439074297093, -74.00164857104464, 40.68400912374694)",1693
"(-74.00485241636525, 40.68566813087762, -74.00268595111058, 40.685061930959414)",91
"(-74.00268595111058, 40.685061930959414, -74.00132721701732, 40.684682253007985)",1134
"(-74.00164857104464, 40.68400912374694, -74.00153576583618, 40.683978219670735)",1693
"(-74.00132721701732, 40.684682253007985, -74.00121093293463, 40.68464981778248)",1134
"(-74.00128182439542, 40.68390963964072, -73.99972556177862, 40.68347314933913)",1693
"(-74.00128182439542, 40.68390963964072, -74.00140016551025, 40.68394145341795)",1693
"(-73.99972556177862, 40.68347314933913, -73.99787114447797, 40.68295736959302)",1255
"(-73.99972556177862, 40.68347314933913, -73.99940054749683, 40.68414456227887)",1356
"(-74.00095810120938, 40.684579318937544, -73.99940054749683, 40.68414456227887)",1134
"(-74.00095810120938, 40.684579318937544, -74.00107363978812, 40.6846115383025)",1134
"(-73.99940054749683, 40.68414456227887, -73.99755088123057, 40.68362881345959)",1989
"(-73.99940054749683, 40.68414456227887, -73.99908066066145, 40.68481599229634)",1383
"(-74.00153576583618, 40.683978219670735, -74.00147522298322, 40.68396163299674)",1693
"(-74.00147522298322, 40.68396163299674, -74.00140016551025, 40.68394145341795)",1693
"(-74.00121093293463, 40.68464981778248, -74.00114178950278, 40.68463053848824)",1134
"(-74.00114178950278, 40.68463053848824, -74.00107363978812, 40.6846115383025)",1134
"(-73.99787114447797, 40.68295736959302, -73.99819211097943, 40.682287329592725)",2579
"(-73.99787114447797, 40.68295736959302, -73.99588110316822, 40.6823949535498)",1867
"(-73.99787114447797, 40.68295736959302, -73.99755088123057, 40.68362881345959)",3276
"(-73.99755088123057, 40.68362881345959, -73.99555742747174, 40.68306853501619)",411
"(-73.99755088123057, 40.68362881345959, -73.9972268487105, 40.68429777087025)",3898
"(-73.99908066066145, 40.68481599229634, -73.9981887973023, 40.68669965826939)",2113
"(-74.00138866395594, 40.6877517881429, -74.00053820345488, 40.6874803174596)",1224
"(-74.00138866395594, 40.6877517881429, -74.00147667256796, 40.68777664121921)",1224
"(-74.00053820345488, 40.6874803174596, -74.00005340029122, 40.68731821726713)",1224
"(-74.00005340029122, 40.68731821726713, -73.99993829523059, 40.68727702777407)",1224
"(-73.99969626745465, 40.68719803434223, -73.99893196551677, 40.68694803821837)",1224
"(-73.99969626745465, 40.68719803434223, -73.99980790608505, 40.68723319063135)",1224
"(-73.99893196551677, 40.68694803821837, -73.9981887973023, 40.68669965826939)",1224
"(-74.00046846939843, 40.68965914592817, -73.99912517443754, 40.68927496657783)",918
"(-74.00046846939843, 40.68965914592817, -74.00054817407835, 40.68968074438672)",918
"(-73.99912517443754, 40.68927496657783, -73.99899055836752, 40.6892410611496)",918
"(-73.99874207800303, 40.68917701419464, -73.99720210531751, 40.688749369290534)",918
"(-73.99874207800303, 40.68917701419464, -73.9988609596335, 40.68920780308257)",918
"(-73.99720210531751, 40.688749369290534, -73.99733223595386, 40.688484945630904)",1559
"(-73.99720210531751, 40.688749369290534, -73.99533325874131, 40.68822630850638)",149
"(-73.99720210531751, 40.688749369290534, -73.99687398712891, 40.68943280543719)",2378
"(-73.99993829523059, 40.68727702777407, -73.9998737749433, 40.68725393855433)",1224
"(-73.9998737749433, 40.68725393855433, -73.99980790608505, 40.68723319063135)",1224
"(-73.99899055836752, 40.6892410611496, -73.99893047391078, 40.68922580591131)",918
"(-73.99893047391078, 40.68922580591131, -73.9988609596335, 40.68920780308257)",918
"(-74.00147667256796, 40.68777664121921, -74.00116557193732, 40.68845058634751)",1163
"(-74.00116557193732, 40.68845058634751, -74.00061750037153, 40.68960909109546)",1163
"(-74.00054817407835, 40.68968074438672, -74.00047690871405, 40.689762486994184)",1353
"(-74.00054817407835, 40.68968074438672, -74.00061750037153, 40.68960909109546)",1163
"(-74.00068439003799, 40.691897815108035, -74.0007730577876, 40.69189575777485)",626
"(-74.00068439003799, 40.691897815108035, -73.99992106330963, 40.69167430257896)",626
"(-74.0007730577876, 40.69189575777485, -74.00179432019102, 40.69218477593522)",626
"(-74.00047690871405, 40.689762486994184, -73.99973054792906, 40.69134584825779)",1353
"(-73.99973054792906, 40.69134584825779, -73.99992106330963, 40.69167430257896)",1353
"(-74.00179432019102, 40.69218477593522, -74.0016998943102, 40.69238276685164)",626
"(-74.0016998943102, 40.69238276685164, -74.00161727547274, 40.692549071171584)",626
"(-74.00161727547274, 40.692549071171584, -74.00150636160558, 40.692772330543065)",626
"(-73.9986945211503, 40.67282457579263, -73.99881832242767, 40.67257410785038)",313
"(-73.9986945211503, 40.67282457579263, -73.99838807080819, 40.673470538396344)",313
"(-73.99838807080819, 40.673470538396344, -73.99807658786466, 40.67411460896819)",313
"(-73.99807658786466, 40.67411460896819, -73.99915538907388, 40.6744140881983)",35
"(-73.9996606646604, 40.674554355005775, -73.99915538907388, 40.6744140881983)",35
"(-73.9996606646604, 40.674554355005775, -74.00013621940334, 40.674688307021334)",35
"(-73.99744702777404, 40.67540002863195, -73.99714858471785, 40.676044897388124)",1000
"(-73.99714858471785, 40.676044897388124, -73.99682794628599, 40.67669429519968)",1000
"(-73.99682794628599, 40.67669429519968, -73.99647228408435, 40.67743865927093)",1000
"(-73.99647228408435, 40.67743865927093, -73.99612861145164, 40.67816150028217)",1000
"(-73.99612861145164, 40.67816150028217, -73.99608291338207, 40.678252963997295)",1000
"(-73.99608291338207, 40.678252963997295, -73.9957939463999, 40.678837459750035)",1000
"(-73.9957939463999, 40.678837459750035, -73.99372510867678, 40.67784162158665)",1965
"(-73.9957939463999, 40.678837459750035, -73.99567137873694, 40.679045032792246)",3062
"(-73.99372510867678, 40.67784162158665, -73.99329539568316, 40.678479467822875)",168
"(-73.99567137873694, 40.679045032792246, -73.99537354350531, 40.67948242807318)",2472
"(-73.99567137873694, 40.679045032792246, -73.99590857051955, 40.67911230089478)",1128
"(-73.99537354350531, 40.67948242807318, -73.99513859214129, 40.679825046097946)",2472
"(-73.99513859214129, 40.679825046097946, -73.99488953614758, 40.6801998383799)",2472
"(-73.99488953614758, 40.6801998383799, -73.99465372828011, 40.68054023107644)",2472
"(-73.99465372828011, 40.68054023107644, -73.99440121256636, 40.68091883128332)",3809
"(-73.99329539568316, 40.678479467822875, -73.99294738655132, 40.67899544181679)",168
"(-73.99294738655132, 40.67899544181679, -73.99277972797131, 40.67923475213613)",168
"(-73.99277972797131, 40.67923475213613, -73.99258669086815, 40.67952022094012)",168
"(-73.99136983699964, 40.677549684291876, -73.99090790618415, 40.67810478984325)",408
"(-73.99090790618415, 40.67810478984325, -73.99042640060242, 40.67868032274905)",408
"(-73.99042640060242, 40.67868032274905, -73.98998533134105, 40.6793144274855)",756
"(-73.99728252513249, 40.67950194911074, -73.99590857051955, 40.67911230089478)",1128
"(-73.99728252513249, 40.67950194911074, -73.9992703747163, 40.680054174296664)",1128
"(-74.00040459578244, 40.67768953297403, -74.00005480073867, 40.678420166156606)",784
"(-74.00005480073867, 40.678420166156606, -73.99966394098344, 40.67923642801537)",1863
"(-73.99966394098344, 40.67923642801537, -73.9992703747163, 40.680054174296664)",1863
"(-73.9992703747163, 40.680054174296664, -73.99887682245522, 40.68087188312968)",2143
"(-73.99887682245522, 40.68087188312968, -73.99851656058077, 40.68161628011114)",2579
"(-73.99851656058077, 40.68161628011114, -73.99819211097943, 40.682287329592725)",2579
"(-73.99588110316822, 40.6823949535498, -73.99391344601268, 40.68164034352061)",1867
"(-73.99555742747174, 40.68306853501619, -73.99348050505961, 40.68227427274614)",411
"(-73.9981887973023, 40.68669965826939, -73.99727741753922, 40.68639844552684)",1682
"(-73.9981887973023, 40.68669965826939, -73.99787200950166, 40.68735876573829)",1559
"(-73.99727741753922, 40.68639844552684, -73.99635808467426, 40.68609625274853)",1682
"(-73.99391344601268, 40.68164034352061, -73.9943428538208, 40.681005610985935)",3809
"(-73.99391344601268, 40.68164034352061, -73.99172797101401, 40.680790076720434)",705
"(-73.99391344601268, 40.68164034352061, -73.99348050505961, 40.68227427274614)",3299
"(-73.9972268487105, 40.68429777087025, -73.99635808467426, 40.68609625274853)",3898
"(-73.99635808467426, 40.68609625274853, -73.99538556352763, 40.685775130700506)",1823
"(-73.99635808467426, 40.68609625274853, -73.99604119898142, 40.68675290582712)",3121
"(-73.99538556352763, 40.685775130700506, -73.99440802429949, 40.685452496318476)",1823
"(-73.99604119898142, 40.68675290582712, -73.99573134665589, 40.68739709513375)",3121
"(-73.99440802429949, 40.685452496318476, -73.99425367929133, 40.685777997409296)",1840
"(-73.99440121256636, 40.68091883128332, -73.9943428538208, 40.681005610985935)",3809
"(-73.99172797101401, 40.680790076720434, -73.99215804475257, 40.68015510918123)",168
"(-73.99172797101401, 40.680790076720434, -73.98955883881523, 40.679945677176036)",705
"(-73.99172797101401, 40.680790076720434, -73.99129654061508, 40.681424880408215)",168
"(-73.99348050505961, 40.68227427274614, -73.99129654061508, 40.681424880408215)",739
"(-73.99348050505961, 40.68227427274614, -73.99305193255208, 40.68290919112305)",3195
"(-73.99258669086815, 40.67952022094012, -73.99224262217156, 40.68003113210081)",168
"(-73.99129654061508, 40.681424880408215, -73.98912885993836, 40.680580806124986)",146
"(-73.99129654061508, 40.681424880408215, -73.9908666399591, 40.68205830476437)",863
"(-73.99224262217156, 40.68003113210081, -73.99215804475257, 40.68015510918123)",168
"(-73.98955883881523, 40.679945677176036, -73.98998533134105, 40.6793144274855)",756
"(-73.98955883881523, 40.679945677176036, -73.98912885993836, 40.680580806124986)",619
"(-73.98912885993836, 40.680580806124986, -73.9886992038771, 40.68121712212905)",473
"(-73.9908666399591, 40.68205830476437, -73.99042374247092, 40.68269393264428)",1024
"(-73.99305193255208, 40.68290919112305, -73.99262292607429, 40.68354371160061)",3259
"(-73.99262292607429, 40.68354371160061, -73.99219161652576, 40.68417832032476)",3259
"(-73.99219161652576, 40.68417832032476, -73.9917617774242, 40.68481315261683)",3259
"(-73.99042374247092, 40.68269393264428, -73.99025853430405, 40.682933055681985)",1024
"(-73.9886992038771, 40.68121712212905, -73.98827189200331, 40.68186238512788)",473
"(-73.98827189200331, 40.68186238512788, -73.9882079983876, 40.681960142014766)",473
"(-73.9882079983876, 40.681960142014766, -73.98805391373853, 40.68219416613887)",473
"(-73.99787200950166, 40.68735876573829, -73.99756191188999, 40.68800015031841)",1559
"(-73.99756191188999, 40.68800015031841, -73.99733223595386, 40.688484945630904)",1559
"(-73.99533325874131, 40.68822630850638, -73.99549679719681, 40.68788416493789)",3121
"(-73.99533325874131, 40.68822630850638, -73.99500121964384, 40.68891456595099)",3230
"(-73.99687398712891, 40.68943280543719, -73.9965480514989, 40.690103525408944)",2378
"(-73.99623278138093, 40.69075777436566, -73.9965480514989, 40.690103525408944)",1867
"(-73.99623278138093, 40.69075777436566, -73.9959143567291, 40.691415489268564)",729
"(-73.9965480514989, 40.690103525408944, -73.99467753931718, 40.68958293943249)",2067
"(-73.9959143567291, 40.691415489268564, -73.99508016968834, 40.693147214213084)",729
"(-73.99573134665589, 40.68739709513375, -73.99549679719681, 40.68788416493789)",3121
"(-73.99425367929133, 40.685777997409296, -73.99409147697313, 40.68611343954776)",1840
"(-73.99409147697313, 40.68611343954776, -73.9939292963194, 40.68645287072018)",1840
"(-73.9939292963194, 40.68645287072018, -73.9937873700592, 40.686755967021675)",1805
"(-73.9937873700592, 40.686755967021675, -73.99360423252725, 40.68712722972992)",1805
"(-73.99360423252725, 40.68712722972992, -73.99333822980489, 40.68767879718066)",1805
"(-73.99333822980489, 40.68767879718066, -73.99326829990873, 40.68782445116704)",1805
"(-73.99326829990873, 40.68782445116704, -73.9919398517594, 40.68731407180026)",1805
"(-73.99467753931718, 40.68958293943249, -73.99500121964384, 40.68891456595099)",3230
"(-73.99467753931718, 40.68958293943249, -73.9926855276102, 40.6890332467882)",1464
"(-73.99467753931718, 40.68958293943249, -73.99436092810406, 40.69023947955109)",4297
"(-73.9926855276102, 40.6890332467882, -73.99262286067041, 40.68916054835773)",1464
"(-73.99436092810406, 40.69023947955109, -73.99404558824455, 40.69089726151881)",4297
"(-73.99262286067041, 40.68916054835773, -73.99109339526466, 40.6885710361429)",1464
"(-73.99109339526466, 40.6885710361429, -73.99150877034401, 40.68795840323189)",2926
"(-73.99109339526466, 40.6885710361429, -73.98961242294853, 40.68799183683174)",191
"(-73.99109339526466, 40.6885710361429, -73.99070669561522, 40.6891367440781)",2577
"(-73.99202454748169, 40.670257415912666, -73.99252651279954, 40.669654869711685)",408
"(-73.99202454748169, 40.670257415912666, -73.99152256110372, 40.6708612467157)",408
"(-73.99252651279954, 40.669654869711685, -73.99302898934478, 40.66905305883103)",408
"(-73.99152256110372, 40.6708612467157, -73.99138382080702, 40.6710271203379)",408
"(-73.99102303839103, 40.67145846659621, -73.99138382080702, 40.6710271203379)",408
"(-73.99102303839103, 40.67145846659621, -73.98877003758078, 40.67038404399272)",1257
"(-73.99102303839103, 40.67145846659621, -73.99051727231378, 40.67206608470209)",445
"(-73.98913271999002, 40.669959206644634, -73.98927272020875, 40.66978263770963)",400
"(-73.98913271999002, 40.669959206644634, -73.98877003758078, 40.67038404399272)",400
"(-73.98927272020875, 40.66978263770963, -73.9897770364272, 40.66917399008874)",400
"(-73.9897770364272, 40.66917399008874, -73.99028405151424, 40.66857494804261)",400
"(-73.98877003758078, 40.67038404399272, -73.9887132256772, 40.67035690680473)",1119
"(-73.98877003758078, 40.67038404399272, -73.98826806824437, 40.67098700600136)",479
"(-73.99028405151424, 40.66857494804261, -73.99078593593121, 40.66798092728615)",43
"(-73.9887132256772, 40.67035690680473, -73.98864720152609, 40.6703246888725)",1119
"(-73.98864720152609, 40.6703246888725, -73.98630429192377, 40.66917266552883)",1845
"(-73.98864720152609, 40.6703246888725, -73.9881420026976, 40.67092795619195)",726
"(-73.9917617774242, 40.68481315261683, -73.99133249790336, 40.685448406537596)",3259
